,file,page
3783,3341301.3359663,1
3784,3290382,8
3785,ICSE.2019.00108,8
3786,569147.569151,7
3787,3276511,10
3788,3395363.3397385,5
3789,3095076,10
3790,3385412.3386018,8
3791,3466752.3480117,4
3792,3281411.3281436,11
3793,3133934,26
3794,3485488,11
3795,3314221.3314596,6
3796,3168824,9
3797,3377811.3380348,19
3798,3368826.3377913,9
3799,3485483,12
3800,3133934,5
3801,3368089.3409682,6
3802,3310165.3310176,0
3803,3371134,14
3804,358407.358427,8
3805,3434293,27
3806,3466752.3480122,9
3807,3072959.2983617,0
3808,3136014.3136016,4
3809,1527286.1527291,27
3810,3477132.3483552,5
3811,3035918.3064034,13
3812,3485483,13
3813,3460319.3464823,8
3814,3453483.3454041,17
3815,3290370,9
3816,3293883.3295711,0
3817,3304109.3306222,46
3818,3236781,11
3819,3428220,25
3820,2616971,12
3821,2591004,2
3822,3290331,25
3823,3290372,5
3824,3276604.3276618,10
3825,3460319.3464823,0
3826,292395.292399,3
3827,3453483.3454029,5
3828,3290372,11
3829,3377811.3380384,11
3830,3434293,22
3831,3368089.3409687,8
3832,3072959.2983617,14
3833,3360602,1
3834,3385412.3385981,7
3835,1824801.1824812,1
3836,3236780,2
3837,214392.214396,5
3838,3368089.3409703,7
3839,3485514,16
3840,3477132.3483552,2
3841,3445814.3446754,12
3842,3447786.3456255,16
3843,3192366.3192414,13
3844,3155338,1
3845,3290335,24
3846,3486601.3486707,10
3847,3371077,6
3848,3365438.3410939,10
3849,155743.155767,3
3850,3434311,28
3851,3276511,11
3852,3332466.3374547,30
3853,3485520,22
3854,3371136,4
3855,3426428.3426917,17
3856,SC.2018.00004,2
3857,3341301.3359638,9
3858,3428258,18
3859,3360568,23
3860,3473587,2
3861,2818313,6
3862,3485521,3
3863,3276532,20
3864,3290381,4
3865,3211332.3211334,8
3866,3278532.3278546,7
3867,3290335,10
3868,3208903.3208941,1
3869,3468264.3468533,8
3870,3373376.3378478,15
3871,3434322,23
3872,1141885.1141895,13
3873,3385412.3386004,7
3874,3485531,14
3875,3466752.3480131,6
3876,3452296.3472898,11
3877,1391989.1404581,12
3878,3434293,6
3879,3377811.3380438,7
3880,3360576,16
3881,3477132.3483585,3
3882,3213846.3213872,2
3883,3360558,16
3884,3178487.3178514,0
3885,3368089.3409704,9
3886,3447786.3456260,0
3887,3106237.3106254,1
3888,3290350,30
3889,3371136,5
3890,2898349,6
3891,3434293,17
3892,3477132.3483550,4
3893,3434293,4
3894,3061664,9
3895,3236794,19
3896,3377811.3380360,7
3897,355972.355982,1
3898,3274808.3274825,4
3899,3360576,22
3900,1055531.1055538,16
3901,279232.279234,17
3902,3395363.3397360,2
3903,3452296.3472913,2
3904,3332466.3374547,3
3905,3360546,3
3906,3290350,3
3907,3290382,0
3908,3178487.3178507,12
3909,3371100,12
3910,3338906.3338956,1
3911,3377813.3381358,0
3912,3473599,24
3913,2616971,9
3914,3428208,10
3915,3368089.3409668,3
3916,3377555.3377901,8
3917,3434311,18
3918,3314221.3314645,14
3919,3304109.3325817,0
3920,3158103,16
3921,3230543.3230560,4
3922,3281411.3281436,1
3923,962437.962443,6
3924,1527286.1527291,3
3925,3468264.3468570,7
3926,3377811.3380372,7
3927,3236781,18
3928,3230543.3230560,9
3929,3341697,27
3930,SC.2018.00004,9
3931,3290368,10
3932,3384441.3395984,0
3933,3136014.3136037,11
3934,3460319.3464807,10
3935,3453483.3454072,6
3936,3314221.3314600,10
3937,3365438.3410939,4
3938,3213846.3213851,0
3939,3453483.3454068,8
3940,3434293,2
3941,3447786.3456255,7
3942,3293883.3295711,7
3943,779359.779360,6
3944,2168773.2168780,4
3945,3276511,13
3946,3445814.3446765,7
3947,3377811.3380343,2
3948,3377811.3380343,7
3949,3377811.3380343,3
3950,356022.356027,3
3951,3276508,6
3952,3204949.3204953,3
3953,3341301.3359646,12
3954,3341697,24
3955,3453483.3454072,11
3956,3377811.3380348,10
3957,355972.355982,4
3958,3468264.3468578,6
3959,3446804.3446854,12
3960,ICSE.2019.00067,26
3961,3281411.3281436,7
3962,347837.347852,27
3963,3434336,13
3964,3385412.3385970,13
3965,3155338,9
3966,3434314,16
3967,962437.962444,14
3968,ICSE.2019.00072,24
3969,3428258,17
3970,2818313,1
3971,3158141,8
3972,3453483.3454072,9
3973,3360557,16
3974,3155338,2
3975,3385412.3386014,12
3976,3485488,16
3977,CGO51591.2021.9370323,8
3978,3061664,16
3979,3230543.3230573,11
3980,3290370,18
3981,2513109.2513117,3
3982,3428220,8
3983,3477132.3483541,14
3984,2669372,17
3985,ICSE.2019.00075,1
3986,3485514,11
3987,3158116,22
3988,1268776.1268782,1
3989,225545.225553,3
3990,3338906.3338956,4
3991,3192366.3192410,0
3992,3377811.3380384,3
3993,3471874.3472984,1
3994,3341301.3359652,6
3995,3428288,20
3996,3434286,29
3997,3061709,12
3998,3341703,20
3999,ICSE.2019.00123,1
4000,3385412.3386014,1
4001,3471874.3472984,6
4002,ICSE.2019.00067,40
4003,962437.962443,9
4004,1186785.1186790,3
4005,3368089.3409684,0
4006,3471874.3472980,5
4007,214392.214393,0
4008,3136014.3136032,2
4009,2700586,25
4010,1268776.1268782,5
4011,ICSE.2019.00120,8
4012,3371077,20
4013,3371103,16
4014,3314221.3314600,0
4015,3133928,5
4016,3485521,0
4017,ICSE.2019.00046,10
4018,3485503,9
4019,3204949.3204953,23
4020,356056.356066,3
4021,3406088.3409019,5
4022,3385412.3386018,9
4023,3485514,0
4024,3447786.3456233,9
4025,1356052.1356057,16
4026,3428217,15
4027,3290362,25
4028,3204949.3204953,28
4029,3377811.3380348,8
4030,3452296.3472898,26
4031,3386367.3431315,2
4032,3468264.3468533,2
4033,3110245,0
4034,3460319.3464823,6
4035,3437801.3441578,2
4036,SC.2018.00069,10
4037,3211332.3211334,16
4038,3110256,2
4039,3453483.3454102,3
4040,3133902,2
4041,3371134,25
4042,3368089.3409668,7
4043,3428295,2
4044,ICSE.2019.00046,1
4045,3236781,13
4046,2890491,11
4047,3428249,13
4048,3368089.3409748,3
4049,ICSE.2019.00067,31
4050,3434311,15
4051,3471874.3472984,2
4052,3158089,16
4053,2699467,0
4054,3276532,4
4055,3314221.3314596,9
4056,3434336,10
4057,3368089.3409684,3
4058,3314221.3314600,7
4059,3408982,26
4060,3158089,5
4061,3373376.3378455,7
4062,3126908.3126948,3
4063,3453483.3454039,12
4064,2669372,10
4065,3310165.3310176,3
4066,198429.198433,3
4067,3341301.3359638,1
4068,3230543.3230564,14
4069,3385412.3386014,10
4070,3276511,8
4071,3360558,22
4072,3341301.3359646,9
4073,3447786.3456262,11
4074,1527286.1527291,7
4075,3089248,22
4076,1916461.1916470,18
4077,3204949.3204953,19
4078,3468264.3468542,11
4079,3136014.3136016,10
4080,178365.178391,16
4081,3290335,29
4082,3468264.3468596,7
4083,210089.210091,17
4084,2699467,33
4085,3290372,1
4086,203082.203088,4
4087,3338906.3338909,9
4088,3110249,21
4089,502800.502803,1
4090,131766.131772,13
4091,3372885.3373835,7
4092,2700586,7
4093,3452296.3472898,15
4094,3293880.3294105,8
4095,3110256,10
4096,3158089,29
4097,3445814.3446765,9
4098,3357766.3359545,10
4099,3360589,9
4100,3372885.3373835,6
4101,3458864.3466625,3
4102,3447786.3456233,1
4103,3485531,13
4104,2700586,20
4105,3371103,1
4106,3083187.3083214,5
4107,3446804.3446854,3
4108,3168813,9
4109,3192366.3192414,8
4110,3092703.3092723,26
4111,3437992.3439931,10
4112,3274808.3274825,0
4113,3204949.3204953,5
4114,3385412.3386004,6
4115,3447786.3456233,2
4116,3360571,9
4117,3385412.3386018,3
4118,3428288,7
4119,ICSE.2019.00067,15
4120,3368089.3409700,4
4121,3110249,20
4122,3471874.3472980,3
4123,3471874.3472980,16
4124,3428208,7
4125,3395363.3397380,12
4126,3092703.3092705,5
4127,3360568,13
4128,225545.225553,11
4129,3368089.3409723,4
4130,3477132.3483558,0
4131,3276499,17
4132,3434322,25
4133,3373376.3378473,11
4134,63522.214390,8
4135,3395363.3397380,13
4136,3236024.3236061,9
4137,3276511,12
4138,3445814.3446712,6
4139,3445814.3446725,3
4140,3485523,7
4141,3204949.3204953,25
4142,3360584,26
4143,3236024.3236059,9
4144,3434314,18
4145,3276532,7
4146,3358960.3379128,5
4147,ICSE.2019.00067,21
4148,3368089.3409729,3
4149,3453483.3454097,13
4150,3360558,21
4151,3360584,12
4152,3377813.3381347,6
4153,232826.232856,5
4154,779359.779360,12
4155,3434293,0
4156,3133850.3133851,7
4157,3385412.3385966,6
4158,3468264.3468570,2
4159,779359.779360,9
4160,3453483.3454090,5
4161,3126908.3126948,15
4162,3368089.3409686,0
4163,3158089,4
4164,3290319,2
4165,3377811.3380372,2
4166,3092703.3092723,27
4167,3466752.3480114,3
4168,3385412.3386015,11
4169,2699467,20
4170,3434286,31
4171,3445814.3446712,9
4172,3485508,7
4173,3466752.3480061,14
4174,3453483.3454097,0
4175,ICSE.2019.00125,8
4176,3428249,24
4177,3371081,3
4178,3290362,15
4179,SC.2018.00004,8
4180,3290335,11
4181,3092703.3092727,5
4182,3236024.3236061,10
4183,3468264.3468533,11
4184,3377811.3380360,10
4185,3304109.3306222,44
4186,3384441.3395984,9
4187,326147.326153,4
4188,3468264.3468596,2
4189,3295500.3356170,5
4190,3460319.3464834,2
4191,3290381,16
4192,3373376.3378478,1
4193,358407.358424,12
4194,3453483.3454039,8
4195,3110249,13
4196,3434322,7
4197,1391989.1391995,5
4198,6497.214326,4
4199,5960.214319,7
4200,3276528,0
4201,3371081,14
4202,3290319,18
4203,1391989.1404581,10
4204,3192366.3192410,13
4205,29380.214346,3
4206,3360571,16
4207,569147.569151,8
4208,3136014.3136032,10
4209,305658.287652,9
4210,3485521,14
4211,3136014.3136018,2
4212,3304109.3306222,33
4213,3466752.3480114,2
4214,3236780,25
4215,ICSE.2019.00072,0
4216,3434305,1
4217,3295500.3356178,19
4218,3434336,0
4219,3446804.3446854,22
4220,3368826.3377909,2
4221,3360579,10
4222,3236795,4
4223,3314221.3314621,7
4224,3386367.3432730,10
4225,3360568,3
4226,3158116,26
4227,3204949.3204953,2
4228,3092703.3092705,9
4229,SC.2018.00065,2
4230,3281411.3281432,10
4231,3290368,16
4232,1356052.1356057,10
4233,3466752.3480122,0
4234,1824801.1824814,15
4235,1391989.1404581,7
4236,3158116,10
4237,3332466.3374537,7
4238,3371134,9
4239,1236463.1236469,2
4240,3133899,0
4241,3332466.3374537,13
4242,3395351.3399343,3
4243,3339825.3394929,5
4244,2818313,22
4245,3368089.3409679,1
4246,3477132.3483582,9
4247,2168773.2168779,13
4248,3453483.3454029,15
4249,3485503,20
4250,ICSE.2019.00046,7
4251,3035918.3064034,11
4252,3304109.3306222,43
4253,3434286,15
4254,3133902,14
4255,3434305,14
4256,3477132.3483552,12
4257,3341301.3359638,5
4258,3477132.3483582,6
4259,SC.2018.00049,9
4260,3434339,14
4261,3368089.3409723,10
4262,3385412.3386015,10
4263,3371077,5
4264,3377811.3380441,3
4265,3290376,7
4266,3192366.3192414,5
4267,2845076,9
4268,214392.214396,2
4269,3133879,11
4270,2591005,19
4271,3428249,17
4272,3236795,2
4273,210089.210091,6
4274,3466752.3480063,11
4275,2834115,24
4276,3428295,28
4277,3452296.3472905,7
4278,3236780,23
4279,3485523,23
4280,3437992.3439931,11
4281,3110277,26
4282,1039813.1039820,6
4283,305658.305737,1
4284,3434293,12
4285,3428217,4
4286,3426428.3426917,0
4287,3385412.3385991,6
4288,3468264.3468542,0
4289,1322436.1322441,0
4290,3293882.3330550,7
4291,358407.358427,19
4292,3473587,7
4293,3428217,12
4294,3428217,28
4295,1206040.1206048,0
4296,356012.356018,1
4297,3341642,10
4298,3360597,25
4299,3360558,6
4300,3236794,16
4301,3092703.3092723,23
4302,3341301.3359640,8
4303,3406088.3409019,11
4304,3485482,24
4305,3211332.3211335,10
4306,3473587,26
4307,2834115,22
4308,3485542,9
4309,962437.962443,8
4310,3371109,6
4311,305658.287652,1
4312,2818313,24
4313,3341703,8
4314,3387902.3392630,4
4315,3485521,11
4316,3477132.3483579,6
4317,3428208,8
4318,SC.2018.00065,8
4319,3368089.3409758,7
4320,3341301.3359646,6
4321,3437801.3441592,3
4322,305658.287652,0
4323,3473591,26
4324,3468264.3468557,12
4325,358407.358427,20
4326,3447786.3456255,12
4327,3293882.3330550,6
4328,3385412.3386010,5
4329,2669372,23
4330,3341301.3359632,8
4331,2890491,23
4332,3061709,14
4333,3408988,18
4334,3485488,13
4335,214392.214396,14
4336,3360546,24
4337,3485542,26
4338,3408985,16
4339,3473599,21
4340,2616971,11
4341,3466752.3480063,1
4342,3466752.3480114,14
4343,3371081,20
4344,3453483.3454112,2
4345,3408985,5
4346,3385412.3386010,9
4347,3238147.3238197,4
4348,356022.356027,1
4349,3477132.3483582,3
4350,3371136,6
4351,3485523,18
4352,1141885.1141895,11
4353,3371100,23
4354,3295500.3356178,13
4355,3386367.3431315,9
4356,356022.356028,6
4357,2700586,2
4358,3360557,0
4359,3178487.3178489,7
4360,3290368,15
4361,3452296.3472890,0
4362,3304109.3306222,10
4363,2591005,4
4364,3371081,4
4365,3083187.3083218,0
4366,2818313,0
4367,200979.200987,0
4368,3110245,5
4369,ICSE.2019.00067,27
4370,2890491,25
4371,3290335,28
4372,3192366.3192410,4
4373,3373376.3378464,10
4374,3293883.3295728,14
4375,3133894,15
4376,ICSE.2019.00072,31
4377,3452296.3472913,7
4378,3468264.3468598,6
4379,3386367.3431297,6
4380,3468264.3468570,5
4381,3192366.3192400,12
4382,3428295,4
4383,3408985,13
4384,3290319,9
4385,3408988,8
4386,3485508,4
4387,3385412.3385981,2
4388,3428217,9
4389,3371109,14
4390,3274808.3274825,5
4391,3368089.3409682,9
4392,3466752.3480061,10
4393,3473599,15
4394,3236795,11
4395,3110249,7
4396,1141885.1141895,20
4397,3453483.3454094,1
4398,3133902,20
4399,2591004,12
4400,229473.229475,11
4401,3110245,14
4402,3332466.3374547,4
4403,1055531.1055538,3
4404,3236024.3236029,1
4405,2700586,0
4406,3360568,5
4407,3236795,20
4408,3385412.3386015,4
4409,3230543.3230573,0
4410,3428208,17
4411,3236024.3236073,11
4412,3158116,16
4413,3485482,4
4414,3452296.3472913,5
4415,3377811.3380385,4
4416,3452296.3472902,4
4417,1322436.1322441,6
4418,3434336,5
4419,1268769.1268774,17
4420,3445814.3446736,6
4421,3332466.3374547,2
4422,3385412.3385991,8
4423,3452296.3472898,20
4424,3408985,24
4425,3473599,25
4426,2700586,33
4427,3365438.3410964,6
4428,2513109.2513117,0
4429,3236780,3
4430,3314221.3314596,5
4431,3453483.3454097,4
4432,3371109,25
4433,3368089.3409745,5
4434,3485483,25
4435,355972.355982,2
4436,3468264.3468626,3
4437,3133850.3133851,5
4438,3377813.3381358,3
4439,3133894,14
4440,214392.214395,0
4441,3360584,30
4442,2700586,42
4443,3211332.3211335,5
4444,3158141,17
4445,3133879,23
4446,3408982,28
4447,3377555.3377888,2
4448,3276516,12
4449,3158142,26
4450,3468264.3468598,9
4451,3360557,18
4452,3136014.3136018,3
4453,358407.358427,6
4454,3136014.3136032,1
4455,3387902.3392634,8
4456,3360576,7
4457,3230543.3230564,8
4458,1391989.1404581,0
4459,3371117,9
4460,3434314,5
4461,3428295,23
4462,178365.178391,13
4463,3365438.3410964,1
4464,962437.962444,11
4465,151271.151277,2
4466,3126908.3126948,2
4467,3477132.3483563,14
4468,3485523,28
4469,3368089.3409686,2
4470,3434336,2
4471,3466752.3480122,5
4472,3485521,24
4473,3485488,5
4474,3276516,3
4475,3178487.3178507,3
4476,3377811.3380372,10
4477,3368089.3409682,8
4478,2890491,6
4479,3168818,1
4480,3290368,7
4481,3434330,1
4482,3477132.3483552,14
4483,3290382,29
4484,3276499,19
4485,3236794,17
4486,3371136,18
4487,3360558,1
4488,3452296.3473336,9
4489,1527286.1527291,6
4490,3485508,28
4491,3276528,10
4492,ICSE.2019.00108,1
4493,3406088.3409019,4
4494,3434336,7
4495,3365438.3410943,7
4496,3155338,8
4497,3437801.3441598,3
4498,3371109,5
4499,3446804.3446846,1
4500,3341301.3359632,5
4501,2898349,22
4502,3368089.3409679,6
4503,1163641.1163646,2
4504,3373376.3378480,12
4505,962437.962444,13
4506,3290350,31
4507,3453483.3454041,27
4508,ICSE.2019.00075,7
4509,3428208,19
4510,3377811.3380441,2
4511,29380.214346,4
4512,3089248,18
4513,3473587,23
4514,3290372,26
4515,210089.210090,8
4516,3453483.3454041,24
4517,3468264.3468578,11
4518,3158096,24
4519,ICSE.2019.00072,1
4520,3276516,26
4521,3290376,6
4522,3477132.3483558,8
4523,3428288,15
4524,151271.151277,10
4525,358407.358424,0
4526,3485521,7
4527,3095076,2
4528,3276508,15
4529,2591004,1
4530,3119904,10
4531,3395363.3397348,7
4532,3360568,9
4533,2168773.2168779,3
4534,2700586,40
4535,3385412.3386019,7
4536,3468264.3468533,12
4537,3428212,5
4538,3276499,5
4539,3314221.3314600,11
4540,3453483.3454029,10
4541,3386367.3431315,0
4542,3471874.3472980,2
4543,3339825.3394929,0
4544,2591004,3
4545,3304109.3325814,0
4546,ICSE.2019.00030,10
4547,3290362,0
4548,3281411.3281436,5
4549,3428288,10
4550,3446804.3446854,5
4551,3428220,23
4552,3360579,24
4553,3072959.2983617,7
4554,3373376.3378473,3
4555,3133850.3133851,11
4556,3295500.3356178,8
4557,214392.214393,10
4558,1824801.1824814,16
4559,3290350,25
4560,3453483.3454092,5
4561,3192366.3192400,11
4562,214392.214393,3
4563,1527286.1527291,9
4564,3471874.3472984,3
4565,3428249,10
4566,3360557,22
4567,3428220,28
4568,3360558,17
4569,1322436.1322441,12
4570,3304109.3306222,32
4571,3485478,12
4572,3458864.3466625,0
4573,3072959.2983617,4
4574,3290331,1
4575,3126908.3126948,10
4576,3133928,13
4577,3208903.3208941,0
4578,3133902,6
4579,3178487.3178507,5
4580,3452296.3472932,6
4581,1391989.1404581,21
4582,3133934,19
4583,SC.2018.00013,3
4584,3385412.3385970,10
4585,3290335,18
4586,3293883.3295728,12
4587,3371109,20
4588,358407.358427,5
4589,2591004,5
4590,3278532.3278546,3
4591,3368089.3409703,8
4592,3428208,20
4593,3445814.3446754,0
4594,356056.356066,4
4595,356004.356010,2
4596,232826.232846,4
4597,3434339,16
4598,3377811.3380440,8
4599,3466752.3480061,7
4600,3133894,24
4601,3371117,17
4602,3092703.3092723,39
4603,3368089.3409755,8
4604,3485542,1
4605,3290381,7
4606,3276516,0
4607,3485531,28
4608,SC.2018.00015,1
4609,1055531.1055538,11
4610,2834115,18
4611,3230543.3230560,2
4612,3434314,2
4613,3357766.3359545,1
4614,3290376,14
4615,3452296.3472898,19
4616,3360558,14
4617,3133934,14
4618,ICSE.2019.00072,27
4619,CGO51591.2021.9370315,1
4620,3468264.3468547,7
4621,3468264.3468533,10
4622,3341301.3359640,0
4623,3434339,20
4624,3341301.3359629,10
4625,3445814.3446736,7
4626,3368089.3409703,11
4627,3434305,0
4628,3072959.3054739,14
4629,3477132.3483549,17
4630,3332466.3374547,7
4631,63522.214390,9
4632,3158103,14
4633,3386367.3431297,2
4634,3360568,12
4635,3446804.3446850,7
4636,SC.2018.00064,2
4637,3290372,22
4638,3192366.3192400,2
4639,3092703.3092705,10
4640,2845076,10
4641,214392.214393,7
4642,6497.356167,0
4643,3341697,14
4644,3461648.3463852,1
4645,3485523,16
4646,SC.2018.00013,5
4647,SC.2018.00065,7
4648,CGO51591.2021.9370323,9
4649,3211332.3211335,2
4650,3168819,6
4651,3360602,27
4652,3473599,26
4653,3458864.3466625,8
4654,3445814.3446754,13
4655,3341301.3359640,10
4656,3341301.3359632,9
4657,3341301.3359638,16
4658,3295500.3356170,7
4659,3485482,18
4660,3452296.3472898,3
4661,3368826.3377913,5
4662,3371117,23
4663,3276511,24
4664,3408985,15
4665,3466752.3480063,3
4666,3158116,25
4667,214392.214395,11
4668,3133879,19
4669,2699467,23
4670,3371103,9
4671,ICSE.2019.00072,14
4672,3192366.3192410,1
4673,3276604.3276618,5
4674,3178487.3178507,1
4675,3385412.3385981,3
4676,356022.356027,9
4677,3061664,2
4678,3471874.3472980,17
4679,2669372,12
4680,3466752.3480122,3
4681,ICSE.2019.00072,29
4682,63522.214390,4
4683,3213846.3213872,9
4684,3089248,4
4685,3387902.3392634,9
4686,3293882.3330571,7
4687,CGO51591.2021.9370315,8
4688,3434293,8
4689,3368089.3409757,1
4690,3371136,15
4691,3428288,11
4692,ICSE.2019.00067,37
4693,3447786.3456255,5
4694,3136014.3136018,5
4695,3371100,4
4696,3072959.2983617,15
4697,3371077,19
4698,3178487.3178489,4
4699,2616971,1
4700,3387902.3392632,7
4701,3437801.3441617,19
4702,3385412.3386000,11
4703,3341301.3359659,1
4704,3447786.3456233,3
4705,3371136,24
4706,3447786.3456262,4
4707,2700586,24
4708,3434314,10
4709,3453483.3454102,9
4710,3365438.3410964,10
4711,3408982,0
4712,6497.214326,1
4713,3453483.3454097,17
4714,3452296.3472902,12
4715,3061709,26
4716,3428258,5
4717,3304109.3306222,38
4718,3360558,24
4719,3290335,30
4720,1824801.1824814,10
4721,3445814.3446736,5
4722,3119904,11
4723,3460319.3464841,0
4724,3341697,3
4725,3377555.3377888,6
4726,3341301.3359629,3
4727,3168813,12
4728,3408985,26
4729,3371100,18
4730,3434330,10
4731,3304109.3306222,9
4732,3385412.3385981,0
4733,3477132.3483582,11
4734,3126908.3126948,4
4735,210232.210235,3
4736,3365438.3410936,1
4737,3377811.3380384,5
4738,CGO51591.2021.9370317,10
4739,3133879,12
4740,3437801.3441598,12
4741,1163641.1163646,12
4742,3204949.3204961,8
4743,3133934,23
4744,3453483.3454091,2
4745,3373376.3378480,7
4746,358407.358424,7
4747,3368089.3409743,5
4748,3485520,10
4749,3477132.3483552,3
4750,3453483.3454112,11
4751,3368089.3409757,4
4752,3360571,7
4753,2591004,8
4754,3341301.3359632,7
4755,3338906.3338956,5
4756,ICSE.2019.00072,11
4757,3304109.3306222,41
4758,3276604.3276618,9
4759,3158096,23
4760,3408982,5
4761,3471874.3472984,12
4762,3406088.3409019,9
4763,3230718.3230729,1
4764,3428288,3
4765,3428208,11
4766,3452296.3472898,7
4767,3453483.3454041,12
4768,78928.78932,10
4769,3293883.3295731,5
4770,3295500.3356178,10
4771,3453483.3454055,18
4772,3310165.3310176,5
4773,3341301.3359663,2
4774,3092703.3092723,4
4775,3371136,2
4776,3106237.3106254,5
4777,357456.357462,0
4778,3437992.3439926,8
4779,3204949.3204961,13
4780,3290335,6
4781,2168773.2168779,1
4782,3357766.3359545,5
4783,3092703.3092723,7
4784,3406088.3409019,12
4785,3290372,4
4786,3360597,4
4787,3377811.3380409,5
4788,SC.2018.00064,5
4789,3386367.3431297,12
4790,3434314,4
4791,3133928,19
4792,3485482,11
4793,3368089.3409684,7
4794,3368089.3409679,7
4795,1236463.1236469,21
4796,2700586,22
4797,3290376,15
4798,3158096,1
4799,3386367.3431315,11
4800,3368089.3409686,7
4801,3437801.3441592,6
4802,3453483.3454072,2
4803,229473.229475,15
4804,3368089.3409743,4
4805,2701.356110,3
4806,3473591,23
4807,3204949.3204953,22
4808,3477132.3483558,9
4809,3434305,2
4810,962437.962444,19
4811,3332466.3374537,11
4812,178365.178391,11
4813,3155744,2
4814,3408985,27
4815,3437992.3439931,6
4816,3236024.3236059,4
4817,3157735,1
4818,3377811.3380348,4
4819,1527286.1527291,18
4820,3452296.3472932,0
4821,3453483.3454094,12
4822,3368089.3409703,9
4823,3295500.3356170,3
4824,3293882.3330571,0
4825,3460319.3464841,2
4826,3236794,8
4827,3230543.3230573,3
4828,3293883.3295726,4
4829,3408982,1
4830,3238147.3238197,6
4831,1055531.1055538,0
4832,3371103,24
4833,3473587,20
4834,3168824,5
4835,3110256,16
4836,3453483.3454041,30
4837,3460319.3464827,1
4838,3428220,14
4839,3158141,26
4840,3453483.3454091,4
4841,3238147.3238197,10
4842,3452296.3472890,13
4843,3158103,0
4844,3168819,5
4845,3485503,28
4846,2049662.2049668,1
4847,3290382,1
4848,3341301.3359632,12
4849,ICSE.2019.00072,2
4850,3290335,14
4851,3466752.3480063,9
4852,3453483.3454039,10
4853,3428288,17
4854,3290350,13
4855,3385412.3385970,4
4856,3466752.3480117,6
4857,3083187.3083218,1
4858,3136014.3136037,10
4859,3192366.3192410,9
4860,3384441.3395983,1
4861,SC.2018.00015,9
4862,3453483.3454055,0
4863,3158089,20
4864,3428208,26
4865,3377811.3380348,12
4866,3158089,13
4867,3485482,28
4868,3092703.3092705,2
4869,3360546,1
4870,3485478,13
4871,3290335,2
4872,3460319.3464823,4
4873,3428295,24
4874,3371100,29
4875,3445814.3446725,0
4876,3360602,6
4877,3368089.3409729,5
4878,3133895,18
4879,3168824,0
4880,3360602,25
4881,2616971,2
4882,3290350,24
4883,3477132.3483579,0
4884,3092703.3092705,8
4885,3377811.3380343,9
4886,3460319.3464807,0
4887,3371136,17
4888,3368089.3409668,8
4889,2699467,26
4890,3477132.3483582,2
4891,1067967.1067970,10
4892,3371109,24
4893,3314221.3314645,6
4894,3290376,1
4895,3437801.3441624,0
4896,3377811.3380343,8
4897,3035918.3064034,10
4898,2699471,15
4899,3460319.3464834,3
4900,3276528,28
4901,2699467,21
4902,SC.2018.00064,3
4903,569147.569151,2
4904,358407.358424,19
4905,3434305,3
4906,3471874.3472980,1
4907,3446804.3446850,2
4908,3360568,17
4909,3236781,9
4910,3473591,16
4911,3468264.3468578,4
4912,3485488,22
4913,3371109,8
4914,3133894,26
4915,3158096,10
4916,3133894,13
4917,3452296.3472898,13
4918,3408988,28
4919,3360546,8
4920,3276516,9
4921,3445814.3446712,10
4922,3368089.3409743,9
4923,3290319,23
4924,3485508,6
4925,3453483.3454029,8
4926,198429.198438,12
4927,3168818,2
4928,1824801.1824812,9
4929,3200921.3200931,3
4930,3434322,11
4931,3466752.3480114,13
4932,3157735,18
4933,SC.2018.00015,0
4934,3434330,20
4935,3377811.3380348,24
4936,214392.214396,8
4937,3290382,23
4938,3110277,25
4939,1391989.1404581,19
4940,3368089.3409686,3
4941,3395363.3397380,4
4942,138351.138378,5
4943,3477132.3483549,1
4944,1916461.1916470,11
4945,3110256,23
4946,3276508,20
4947,3133895,12
4948,2890491,7
4949,3386367.3432730,6
4950,3485542,17
4951,3373376.3378478,6
4952,3276516,25
4953,3158103,6
4954,155743.155767,18
4955,3434330,3
4956,1527286.1527291,16
4957,2513109.2513117,6
4958,3371109,22
4959,3365438.3410936,6
4960,3360546,26
4961,3434305,6
4962,3377811.3380343,6
4963,3368089.3409686,6
4964,SC.2018.00013,1
4965,3338906.3338909,8
4966,3332466.3374547,12
4967,3445814.3446712,8
4968,3385412.3385991,1
4969,3386367.3432730,9
4970,3434311,22
4971,155743.155767,13
4972,3290362,13
4973,3230543.3230573,10
4974,3276511,21
4975,3304109.3325817,3
4976,3136014.3136032,8
4977,98267.98291,3
4978,3385412.3386018,2
4979,3371077,24
4980,3460319.3464837,5
4981,3385412.3386000,4
4982,3083187.3083210,4
4983,1527286.1527291,12
4984,3158116,24
4985,3368089.3409700,9
4986,279232.279234,1
4987,3236780,5
4988,SC.2018.00072,4
4989,3360597,24
4990,1268769.1268774,22
4991,3360546,7
4992,1824801.1824814,11
4993,962437.962444,10
4994,3360576,28
4995,3293883.3295728,6
4996,2701.356100,1
4997,3377811.3380348,33
4998,3437801.3441592,7
4999,3377813.3381347,3
5000,3447786.3456233,14
5001,3453483.3454041,23
5002,3178487.3178514,1
5003,3437801.3441617,12
5004,3468264.3468598,7
5005,2701.356100,0
5006,3468264.3468589,0
5007,214392.214393,8
5008,353474.353484,9
5009,3385412.3385970,3
5010,3485488,9
5011,214392.214395,4
5012,3360597,26
5013,2669372,3
